interwencja;p.stresu;plec;mniejszosc;studia;partner;zamieszkanie;praca;alkohol;wiek
0;10;1;0;1;1;2;1;1;66
0;12;1;0;0;0;0;1;0;79
0;12;0;0;1;1;0;0;0;40
0;15;0;0;0;1;1;1;1;68
0;12;1;0;1;1;2;0;1;50
0;29;0;0;0;1;0;1;0;51
0;24;0;0;0;1;1;1;1;51
0;10;1;0;1;1;2;1;1;68
0;18;1;0;1;0;1;1;0;35
0;21;1;0;1;1;0;1;0;43
0;13;0;0;0;1;2;1;1;68
1;12;1;0;1;0;0;1;1;57
0;11;0;0;1;1;1;1;1;71
0;10;1;0;0;1;0;1;1;67
1;16;0;0;0;0;0;1;1;67
0;18;1;0;0;0;0;1;1;50
1;25;1;1;0;0;0;1;0;35
0;14;0;0;1;1;0;1;1;38
0;12;1;0;1;1;0;1;0;32
0;9;1;0;1;1;2;1;1;31
0;11;1;0;1;0;1;1;0;33
0;12;0;0;1;1;0;1;0;60
0;12;0;0;1;1;0;1;0;35
0;16;1;0;0;1;0;1;0;34
1;25;1;0;0;0;0;1;0;56
0;22;1;0;0;0;0;1;0;30
0;22;0;0;1;0;0;1;1;56
0;24;0;0;0;0;0;1;0;62
0;13;1;0;1;1;0;1;1;60
0;23;0;0;0;1;0;1;1;35
0;11;0;0;1;1;2;1;1;53
0;31;1;0;1;0;0;1;0;39
0;10;0;0;1;1;0;0;0;71
0;19;1;0;1;1;0;1;0;48
0;11;0;0;0;1;2;1;1;41
0;12;1;0;1;1;1;1;1;64
0;11;1;0;1;1;0;0;0;67
0;11;0;0;1;1;0;1;0;39
1;29;1;0;0;0;2;1;1;55
0;14;1;0;1;1;0;0;0;38
0;16;1;0;1;1;0;1;1;39
0;11;0;0;1;1;0;1;1;32
0;10;1;0;0;1;0;0;0;61
0;9;1;0;0;1;0;1;1;62
1;10;1;0;0;0;0;1;1;34
0;16;0;0;1;1;0;1;1;38
0;10;0;0;1;1;0;1;1;62
0;13;0;0;0;1;2;1;0;66
0;12;1;0;0;0;0;1;1;72
0;12;0;0;0;1;0;1;1;59
0;11;1;0;0;1;2;1;1;72
0;13;0;0;0;0;0;1;1;30
0;10;1;0;1;1;0;0;0;37
0;14;1;0;1;1;0;1;1;61
0;10;1;0;1;1;0;1;0;64
0;9;1;0;0;0;0;1;1;46
0;12;0;0;0;1;2;1;0;62
0;25;1;0;0;1;0;1;1;57
0;12;1;0;1;1;0;1;1;43
1;20;0;0;0;0;0;1;0;38
0;11;1;0;0;1;1;1;1;39
0;11;0;0;1;1;0;1;0;40
0;13;1;0;0;1;2;1;1;61
0;12;1;0;1;0;1;1;0;32
1;12;0;0;1;1;2;1;1;49
0;10;1;0;0;1;0;1;1;44
0;15;1;0;1;1;1;1;0;35
0;14;1;0;1;1;1;1;1;32
0;18;0;0;0;0;0;0;1;41
0;9;0;0;0;1;2;1;1;56
0;25;0;0;0;1;2;1;0;59
0;20;1;0;1;0;0;1;1;66
0;14;1;0;1;1;0;0;0;50
0;18;0;1;1;0;1;1;1;66
0;13;0;0;0;0;0;1;0;51
0;10;1;0;0;1;2;1;1;77
0;15;0;0;1;1;0;1;1;41
0;14;0;0;1;0;0;1;0;57
0;16;1;0;1;1;0;0;0;40
0;11;1;0;1;1;1;1;1;60
0;10;0;0;1;1;0;1;0;48
1;11;1;0;0;1;0;1;1;62
0;10;1;0;0;1;2;1;0;75
0;19;1;0;0;1;2;1;1;64
0;15;1;0;1;0;0;0;0;32
0;14;0;0;0;1;0;1;0;64
0;17;0;0;1;1;2;1;0;35
0;10;1;0;1;1;0;1;1;72
1;10;1;0;1;1;0;1;1;44
0;19;1;0;1;1;0;1;1;38
0;20;1;0;1;1;0;1;1;45
0;25;1;0;1;1;1;1;1;64
0;10;1;0;1;1;0;1;0;32
0;11;1;0;1;1;0;1;0;46
0;12;1;0;1;1;0;1;1;58
0;10;1;1;0;1;2;1;1;69
0;19;0;0;1;0;1;0;0;58
0;10;1;0;1;1;0;1;0;39
0;10;0;0;0;1;0;0;0;67
0;10;1;0;1;1;0;1;1;72
0;11;1;0;1;1;0;1;1;74
0;10;1;0;0;1;0;1;1;77
0;13;1;0;1;1;0;1;1;41
0;10;0;0;0;1;0;1;1;71
0;17;0;0;1;0;0;1;1;30
0;34;1;0;1;1;0;1;1;33
0;12;0;0;1;1;1;1;1;42
0;21;1;0;0;0;1;1;0;65
0;17;1;0;1;0;0;1;1;43
0;10;0;0;0;0;0;1;0;71
1;20;1;0;1;0;0;1;1;35
0;25;0;0;1;1;0;1;0;35
0;16;1;0;0;0;0;1;0;79
0;26;0;0;1;0;1;1;1;59
0;13;0;0;0;0;0;1;1;71
0;33;1;0;0;1;0;1;1;72
0;15;1;0;0;1;0;1;0;73
0;10;1;0;0;0;1;1;1;74
0;16;0;0;1;1;1;1;0;35
0;11;1;0;1;1;0;1;1;61
0;25;0;0;1;0;2;1;1;32
0;11;0;0;1;1;0;1;1;37
0;17;1;0;1;1;2;1;1;35
0;10;0;0;1;1;0;0;0;53
0;10;0;0;1;0;2;1;0;70
0;10;1;0;1;1;1;1;1;35
0;21;1;0;0;1;0;1;1;47
0;10;0;0;0;0;0;1;1;61
0;11;1;0;1;0;0;1;1;76
0;13;1;0;0;0;1;1;0;79
0;14;0;0;1;1;1;1;1;32
0;19;1;0;1;0;0;1;0;31
0;21;1;0;1;1;0;1;1;41
0;10;1;0;0;1;1;1;0;36
0;10;0;0;1;0;0;1;0;60
0;12;0;0;0;1;0;0;0;71
0;10;0;0;1;0;0;1;0;66
0;10;1;0;1;1;0;0;0;31
0;21;0;0;0;1;0;1;1;40
0;11;1;0;0;0;0;1;1;78
0;22;0;0;1;1;0;1;0;45
0;15;1;0;1;0;0;1;0;70
0;14;1;0;1;0;0;1;1;34
0;10;1;0;1;1;2;0;0;42
0;14;1;1;0;1;2;1;0;36
0;10;0;0;1;1;2;1;1;31
0;44;0;0;0;1;0;1;0;45
0;13;0;0;1;1;0;0;0;34
0;10;1;0;1;1;1;1;1;72
0;20;0;0;0;1;1;1;0;38
1;10;0;0;0;0;1;1;1;63
0;9;1;1;0;1;0;1;1;61
0;10;1;0;0;1;1;1;0;62
0;8;1;0;0;0;0;1;1;49
0;12;0;0;1;0;1;1;0;71
0;11;1;0;0;1;2;1;1;75
0;11;0;0;1;0;2;1;1;50
0;11;1;0;1;1;2;1;1;42
0;9;0;0;1;1;0;1;0;39
1;20;0;0;0;1;1;1;0;62
0;18;1;0;1;1;0;1;0;37
0;11;0;0;1;0;2;1;0;31
0;16;0;0;1;0;0;1;1;55
0;10;0;0;1;1;0;1;0;30
0;11;1;0;0;1;2;1;1;42
0;17;1;0;0;1;0;1;1;32
0;10;0;0;1;1;0;0;0;35
0;24;0;0;0;1;0;1;0;71
0;31;1;0;1;1;0;1;1;57
0;17;1;0;1;1;0;1;1;43
0;12;1;0;1;1;0;1;1;57
0;10;0;0;1;1;0;1;0;40
0;12;1;0;0;0;1;1;1;34
0;20;0;0;0;1;0;1;1;38
1;11;0;0;0;0;0;1;1;63
0;10;0;0;1;1;2;1;1;43
0;14;0;0;0;0;0;1;0;78
0;20;1;0;1;1;0;1;1;58
0;25;1;0;1;1;0;1;1;51
0;25;1;0;1;0;2;1;1;70
0;10;1;0;0;1;1;1;1;68
0;20;1;0;1;0;0;1;0;34
0;21;1;0;0;0;0;1;1;72
0;10;0;0;1;0;0;1;1;63
0;8;0;0;1;1;0;1;1;73
1;43;0;0;1;0;1;1;1;46
0;16;0;0;1;0;1;1;0;50
0;19;1;0;1;1;0;1;0;30
0;12;0;0;1;1;1;1;0;34
0;42;0;0;1;0;1;1;0;30
0;9;0;0;1;1;0;1;0;71
0;19;0;0;1;1;0;1;1;52
0;12;0;0;0;1;0;1;0;77
0;10;0;0;1;0;1;1;0;66
0;11;1;0;1;1;0;1;1;31
0;11;1;0;1;1;0;0;0;37
0;8;0;0;1;0;0;1;0;67
0;12;1;0;1;0;0;1;1;40
0;10;0;0;1;0;0;1;0;53
0;13;0;0;1;1;0;1;0;33
0;14;0;0;0;0;1;1;0;79
0;13;1;0;1;0;0;1;0;49
0;10;0;0;1;1;0;1;0;59
0;10;0;0;0;1;0;1;0;67
0;19;0;1;0;0;1;1;0;46
0;17;0;0;0;0;1;1;0;33
0;13;0;0;1;1;0;1;1;59
0;14;0;0;1;0;0;1;1;63
1;10;0;0;1;0;2;1;1;58
1;18;1;0;1;1;0;0;1;33
1;11;0;0;0;1;2;1;1;70
0;11;0;0;0;1;1;1;1;61
0;14;0;0;1;1;1;1;1;37
0;13;0;1;1;1;0;1;0;66
0;13;0;0;1;1;2;1;1;66
0;13;0;0;1;0;0;1;1;48
0;13;0;0;0;1;0;1;0;32
1;19;1;0;0;1;0;1;1;34
0;17;0;1;1;1;2;1;0;38
1;10;0;0;1;1;0;1;1;33
0;14;1;0;0;0;2;1;1;71
0;13;1;0;1;0;0;1;0;53
0;15;1;0;0;0;2;1;1;72
0;10;0;0;0;1;0;1;1;64
0;14;0;0;1;1;1;1;1;62
0;20;0;0;1;1;0;0;0;30
0;19;1;0;1;1;0;0;1;43
0;17;1;0;0;0;1;1;0;77
0;15;1;0;1;1;2;1;0;49
0;31;0;0;1;1;0;1;1;51
0;14;1;0;0;1;0;1;1;68
0;10;1;0;1;1;0;1;1;46
1;11;0;0;1;1;1;1;0;42
0;15;1;0;1;0;0;1;1;30
0;8;0;0;0;1;2;1;1;61
0;12;1;0;0;0;2;1;1;77
0;12;1;0;1;1;0;1;0;44
0;26;1;0;0;1;0;1;0;47
0;10;1;0;1;0;0;1;1;70
0;10;1;0;0;1;0;1;1;73
0;13;1;0;1;1;1;1;1;69
0;14;1;0;0;0;1;1;1;77
0;20;0;0;1;0;0;1;1;38
0;11;0;0;1;1;0;1;1;77
0;9;0;0;1;1;0;1;1;48
0;16;0;0;1;1;0;1;0;37
1;14;0;0;0;0;1;1;1;52
0;15;0;0;1;0;0;1;1;30
0;15;0;0;1;1;0;1;1;32
0;11;1;0;1;1;0;1;1;54
0;15;0;0;0;1;0;1;1;43
0;10;0;0;0;1;0;1;0;48
0;8;1;0;0;0;0;1;1;58
0;16;1;0;1;0;1;1;1;72
0;14;0;0;1;0;0;1;0;50
0;11;0;0;1;1;0;1;1;58
1;30;0;1;0;0;0;1;1;40
0;21;1;0;0;0;0;1;0;41
0;13;0;0;1;1;0;1;0;72
0;13;0;0;1;1;0;0;0;34
0;23;1;0;0;1;0;1;1;66
0;11;1;0;1;0;0;1;0;56
0;21;0;0;1;1;2;1;0;31
0;13;0;0;1;0;0;1;0;62
0;12;0;0;1;0;1;1;1;44
0;12;0;0;1;1;0;0;0;61
0;16;1;0;1;0;0;0;0;53
0;18;1;0;1;1;1;1;1;43
0;11;0;0;1;0;1;1;0;31
0;9;0;0;1;0;2;1;1;34
0;11;1;0;1;1;1;1;1;65
0;10;0;0;1;1;0;1;1;73
0;11;0;0;1;1;0;0;0;43
0;12;0;0;1;1;2;1;0;43
0;17;0;0;1;1;0;1;0;41
1;41;0;0;0;0;1;1;0;31
0;12;1;0;1;1;0;1;1;77
0;10;1;0;0;1;0;1;0;74
1;10;0;0;0;0;0;1;1;67
0;10;1;0;1;1;0;1;0;33
1;11;1;0;0;1;2;1;0;69
1;22;0;0;1;1;1;1;0;36
0;15;0;0;0;1;0;1;1;69
1;15;1;0;1;0;0;1;1;32
0;22;0;0;0;1;2;1;0;56
0;17;0;0;1;0;1;1;1;52
1;16;0;0;1;1;0;1;1;48
0;21;1;0;1;0;1;1;0;41
0;14;0;0;1;0;0;1;1;56
1;29;1;0;0;0;0;1;1;47
0;8;0;0;0;1;0;1;0;61
0;12;1;0;1;1;0;1;1;40
0;13;1;0;1;0;0;0;0;32
0;11;0;0;1;1;0;1;1;49
0;11;0;0;0;1;0;1;0;49
0;13;1;0;1;1;1;1;1;68
0;12;0;0;0;0;0;1;0;58
1;50;0;0;0;1;0;1;0;62
1;11;0;0;1;0;2;1;1;41
0;13;0;0;1;0;0;1;0;48
0;16;1;0;1;1;1;1;1;72
1;11;1;0;0;1;0;1;1;61
1;13;1;0;1;0;1;1;1;65
0;12;0;0;1;1;0;1;0;71
1;17;0;0;0;0;0;1;1;74
0;18;0;0;1;1;0;1;0;44
0;15;1;0;0;1;0;1;1;67
0;10;1;0;0;1;0;1;0;42
0;11;0;0;1;1;0;1;0;63
1;12;0;0;0;0;0;1;1;31
0;14;1;0;0;1;0;1;1;42
0;8;1;0;0;1;2;1;1;39
0;25;1;0;1;1;0;0;0;61
0;12;0;0;1;1;0;1;0;42
0;16;1;0;1;1;0;1;1;70
0;10;0;0;1;1;0;1;0;49
0;12;0;0;0;1;0;1;1;39
0;13;1;0;0;1;2;1;0;40
0;12;1;0;0;1;0;0;0;46
0;14;1;0;0;1;0;1;1;76
1;12;0;0;1;1;0;1;1;54
0;11;0;1;1;1;2;1;0;30
0;14;1;0;0;0;0;1;1;42
0;15;0;0;0;0;0;1;1;58
0;13;0;0;1;0;1;1;0;78
0;17;1;0;1;1;1;1;0;36
0;13;0;0;0;1;0;1;1;70
0;15;0;0;0;0;1;1;0;63
1;16;0;0;1;0;0;0;0;35
1;12;0;0;0;1;1;1;1;48
0;11;1;0;1;0;0;1;1;31
1;10;1;0;0;0;0;1;0;73
0;25;0;0;1;1;1;0;0;32
0;11;0;0;0;0;0;1;1;74
0;48;0;0;0;1;0;1;1;53
0;14;1;0;1;1;0;0;0;54
0;8;0;0;0;1;1;1;1;69
1;11;1;0;0;1;2;1;1;54
0;10;0;0;1;1;0;0;1;31
0;15;0;0;1;1;0;1;0;45
0;12;1;0;0;1;0;1;1;40
0;17;0;0;1;1;2;1;1;59
0;13;1;0;1;1;0;1;1;63
0;13;1;0;1;1;2;0;0;38
0;11;0;0;1;0;0;1;0;70
0;16;1;0;1;1;0;1;1;30
1;12;0;0;1;1;2;1;1;39
0;10;1;0;1;1;0;1;1;45
0;16;1;0;0;0;0;1;1;76
0;20;1;0;1;1;1;0;0;32
0;10;1;0;1;1;2;1;0;31
0;11;1;0;1;1;1;1;0;49
0;14;0;0;0;1;1;1;0;71
0;17;0;0;1;1;1;1;1;56
0;10;1;0;1;0;0;1;0;60
0;8;0;0;0;1;1;1;1;72
0;15;0;0;0;0;2;1;0;75
0;12;0;0;1;1;0;1;0;74
0;16;0;0;1;1;0;1;1;34
0;15;0;0;1;1;0;1;0;38
0;30;0;0;1;0;1;1;0;67
0;12;0;0;1;1;0;1;0;50
0;21;1;0;1;1;0;1;1;32
0;19;1;0;1;1;0;1;1;50
0;17;0;0;0;1;0;1;1;65
0;18;1;0;1;1;0;1;1;52
0;10;0;1;1;0;2;1;0;58
0;16;1;0;1;1;0;0;0;54
0;22;0;0;1;1;0;1;0;37
0;17;0;0;1;1;0;1;1;33
0;12;1;0;1;0;0;1;1;56
0;10;0;0;1;0;1;1;0;61
0;10;0;0;1;1;2;1;1;73
0;10;0;0;1;0;1;1;0;76
0;13;1;0;1;1;0;1;0;73
0;13;1;0;1;1;0;1;0;43
0;13;0;0;1;1;0;1;1;54
0;10;1;0;1;1;0;1;1;57
0;11;0;0;1;0;1;1;1;48
0;19;1;0;0;1;2;1;1;35
0;33;0;0;0;0;0;1;1;45
0;12;0;0;0;1;0;1;0;76
0;10;0;0;1;1;1;1;1;31
0;26;0;0;0;1;0;0;0;72
0;19;0;0;1;0;1;1;0;46
0;11;1;0;1;1;0;0;1;35
0;20;1;0;1;0;0;1;0;39
0;12;0;0;1;0;1;1;1;61
0;10;1;0;1;1;0;1;1;37
0;14;0;0;1;0;0;1;1;71
0;11;0;0;1;0;0;1;0;46
0;11;1;0;1;0;0;1;1;57
0;13;1;0;1;1;0;1;1;34
0;10;0;0;0;1;2;1;0;74
0;11;0;0;1;1;0;1;0;36
0;14;0;0;0;1;0;1;1;40
1;11;1;0;1;0;1;1;1;42
0;17;0;0;1;1;2;0;0;48
0;10;0;0;0;0;1;1;1;50
0;10;1;0;0;0;2;1;1;32
0;16;0;0;1;1;1;1;0;76
0;12;1;0;0;1;1;1;1;30
0;10;0;0;1;0;0;1;1;58
0;12;0;0;0;1;0;1;0;73
0;30;0;0;1;1;0;1;0;55
0;13;1;0;1;1;0;1;1;44
0;12;0;0;1;1;0;1;1;67
0;15;1;0;1;1;0;1;1;31
0;11;1;0;1;1;2;1;0;70
0;11;0;0;1;1;2;1;0;34
0;13;1;0;0;0;1;1;0;79
0;13;1;0;1;1;0;1;1;53
0;16;0;0;1;0;0;1;0;44
0;10;1;0;1;1;0;1;0;31
0;8;1;0;1;1;2;1;1;43
0;12;0;0;1;1;0;1;0;77
0;10;0;0;0;1;1;1;1;73
0;10;1;0;1;1;0;1;0;59
0;11;1;0;0;1;1;1;1;42
0;10;0;0;0;0;2;1;1;79
0;14;0;0;1;1;0;1;0;50
0;14;1;0;0;1;1;1;0;46
0;10;1;0;1;1;0;0;0;55
0;20;1;0;1;0;1;1;1;41
0;10;1;0;0;1;1;1;0;36
0;14;0;0;1;1;0;1;1;39
0;18;0;0;1;0;0;1;1;48
0;8;0;0;0;0;0;1;1;78
0;34;1;0;1;1;1;1;0;39
0;13;0;0;1;0;0;1;1;78
0;22;0;0;1;1;0;1;1;39
0;19;0;0;1;1;0;1;0;67
0;14;1;0;1;1;0;1;1;56
0;12;0;0;1;1;0;1;1;50
0;10;0;0;1;1;0;1;1;72
1;10;0;0;0;1;0;1;0;55
0;11;1;0;1;1;0;0;0;36
1;16;1;0;1;1;0;0;0;41
0;16;0;0;1;0;0;1;1;36
0;11;1;0;1;1;0;1;1;42
0;11;0;0;1;1;0;1;1;34
0;17;0;0;1;1;2;1;0;38
0;14;0;0;0;1;1;1;0;61
0;32;0;0;1;1;0;1;1;31
0;16;0;0;1;0;0;1;0;44
0;10;1;0;0;1;0;1;1;69
0;15;0;0;0;1;0;1;0;67
0;10;0;0;0;1;1;1;0;69
0;12;0;0;1;0;0;1;0;56
1;13;1;0;1;0;0;1;0;58
0;10;1;0;0;0;0;1;1;72
0;30;1;0;1;1;0;1;1;42
0;10;0;0;0;1;1;1;0;49
0;11;0;0;0;1;0;1;0;67
1;13;0;0;0;1;2;1;1;43
0;17;0;0;1;1;0;1;0;41
1;10;0;0;0;0;0;1;0;73
0;16;0;0;0;1;1;1;0;58
0;24;0;0;0;0;0;1;0;64
1;17;0;0;0;0;0;1;1;78
0;15;1;0;1;1;0;1;1;40
0;10;1;0;1;1;0;1;1;56
0;16;0;0;1;1;0;1;0;60
0;15;0;0;1;0;0;1;1;41
0;21;0;0;0;0;0;1;1;73
0;17;0;0;1;1;0;1;0;45
0;28;0;0;1;0;0;1;1;34
0;17;1;0;1;1;0;1;1;33
0;11;1;0;1;1;0;0;0;38
0;10;0;0;0;0;1;1;0;57
0;12;0;0;1;1;0;1;0;67
0;10;1;0;1;1;0;1;1;71
0;21;1;0;1;1;0;1;0;34
0;10;1;0;1;1;0;1;1;60
0;10;0;0;1;1;0;1;0;44
1;40;0;0;1;0;0;1;1;44
0;13;1;0;0;1;0;0;0;59
0;12;1;0;1;1;0;1;0;49
0;20;0;0;0;1;0;1;0;60
0;8;0;0;0;0;1;1;0;52
0;12;0;0;1;1;0;1;1;49
0;11;1;0;0;1;1;1;1;72
0;19;0;0;1;0;1;1;0;66
0;15;0;0;0;0;0;1;1;78
0;10;0;0;1;1;0;1;0;72
0;12;1;0;1;0;0;0;0;59
0;18;1;0;0;1;1;1;1;61
1;29;0;1;0;0;1;1;1;44
0;41;0;0;0;0;0;1;0;74
0;10;0;0;1;1;0;1;1;79
0;22;0;0;1;1;0;1;1;42
0;17;1;0;1;1;0;1;1;39
1;10;1;0;1;1;0;0;1;40
1;12;1;0;0;1;2;1;1;39
0;13;1;0;1;1;0;1;0;32
0;15;0;0;1;1;0;1;1;53
0;10;1;0;1;1;0;1;1;37
0;11;1;0;1;1;0;1;1;43
0;15;0;0;0;1;2;0;0;69
0;14;0;0;1;1;0;1;1;49
1;13;1;0;1;0;1;1;0;70
0;13;0;0;0;1;2;1;0;56
0;15;1;0;1;1;2;1;1;69
0;15;0;0;1;1;1;1;1;74
0;10;0;0;1;1;0;1;1;33
1;15;1;1;0;1;1;1;0;74
0;17;0;0;0;0;1;1;0;35
0;17;0;0;1;1;0;1;1;39
0;8;1;0;1;0;0;1;1;36
0;19;1;0;1;1;0;1;1;67
0;10;0;0;0;1;2;1;0;68
0;10;0;0;1;0;1;1;1;49
0;26;0;0;1;0;2;1;1;35
0;11;0;0;1;1;2;1;1;33
0;12;1;0;1;1;0;1;1;50
0;10;1;0;1;1;2;0;0;53
0;16;0;0;1;1;0;1;0;34
0;12;1;0;1;1;0;1;1;37
0;11;1;0;0;1;2;1;1;71
0;10;0;0;1;0;0;1;1;48
0;17;0;0;0;1;0;1;1;71
1;27;1;0;0;0;1;1;1;60
0;10;1;0;1;1;0;0;0;36
0;10;1;0;1;1;1;1;0;42
0;19;1;0;1;1;0;1;1;35
0;16;0;0;1;0;1;1;1;37
0;11;0;0;0;0;1;1;1;38
0;8;0;0;0;0;0;1;1;56
0;13;0;0;1;1;2;1;1;36
0;14;0;0;0;0;1;1;1;77
0;17;0;0;1;1;0;1;1;30
0;8;0;0;1;0;0;1;1;58
0;19;1;0;1;1;0;0;1;60
0;18;0;0;0;0;0;1;0;72
0;15;1;0;1;1;0;1;1;70
0;12;0;0;1;1;0;0;0;37
0;13;1;0;1;1;0;1;1;54
0;14;1;0;1;0;2;1;0;41
0;14;0;0;1;1;0;1;0;49
0;13;0;0;0;1;0;1;0;67
1;19;1;0;1;0;2;1;0;66
0;14;0;0;1;1;2;1;1;34
1;10;1;0;1;1;2;1;1;49
0;10;0;0;1;1;0;0;0;32
0;10;1;0;0;1;0;1;0;31
0;12;0;0;0;1;0;1;1;76
0;9;1;0;0;1;1;1;1;54
0;27;0;0;1;0;0;0;1;30
0;13;0;0;1;0;0;1;1;77
0;10;0;0;1;0;1;1;0;75
0;12;0;0;1;1;0;1;0;40
0;17;0;0;1;0;0;1;1;70
0;10;1;0;1;1;1;1;1;47
0;15;1;0;1;0;0;0;0;32
0;10;1;0;0;1;1;1;1;37
0;15;0;0;0;1;2;1;0;45
0;10;1;0;1;0;0;1;1;32
0;16;0;0;1;0;0;1;1;33
0;14;0;0;1;0;0;1;0;55
0;17;1;0;1;1;0;1;0;46
0;10;0;0;1;1;0;1;0;43
0;15;0;0;1;0;0;1;1;55
0;13;1;0;1;1;0;1;1;33
0;12;0;0;0;1;0;1;1;77
0;14;0;0;1;0;0;1;1;46
1;10;1;0;0;0;1;1;1;70
0;11;1;0;0;1;2;1;0;78
0;11;1;0;1;1;0;1;1;70
0;12;1;0;0;1;0;1;1;42
0;11;0;0;0;1;0;1;0;71
0;17;0;0;0;0;0;1;1;62
1;15;1;0;0;0;1;1;1;67
0;36;1;1;0;0;1;1;0;55
0;16;0;0;1;0;0;1;1;67
0;8;0;0;1;1;0;1;1;56
0;24;0;0;1;0;0;1;1;42
0;18;0;0;0;0;2;1;0;41
0;10;0;0;1;1;2;1;1;39
0;11;0;0;0;0;2;1;0;71
0;19;0;0;1;1;1;1;0;61
0;11;0;0;1;0;0;1;0;57
0;13;1;0;1;1;0;0;1;40
0;21;0;0;0;1;0;1;0;55
0;18;0;0;1;0;0;1;1;77
0;14;1;0;1;0;0;1;1;75
0;22;1;0;1;1;2;1;1;35
0;16;0;0;1;1;2;1;1;38
0;11;0;0;1;1;0;1;1;30
0;15;1;0;1;1;0;1;0;64
0;11;0;0;0;1;0;1;1;50
0;12;0;0;0;1;0;1;1;66
0;19;1;0;1;0;2;1;1;33
0;13;0;0;0;1;1;1;0;39
0;15;1;0;1;1;1;1;0;46
0;13;1;0;1;1;2;0;0;58
0;22;1;0;1;1;0;0;1;45
0;9;1;0;0;0;0;1;1;71
0;21;1;0;1;1;0;1;1;38
0;13;0;0;1;1;2;0;0;51
0;11;0;0;0;0;0;1;0;75
1;17;0;0;0;1;0;1;1;54
0;12;1;0;0;1;0;1;1;59
0;8;0;1;0;0;2;1;1;75
0;15;1;0;1;1;0;1;0;64
0;22;0;0;1;0;2;1;1;34
1;10;0;0;0;1;2;1;0;34
0;27;1;0;0;1;1;1;1;42
0;10;1;0;1;1;0;1;0;42
0;10;1;0;1;1;0;1;0;51
0;18;0;0;1;1;0;1;0;33
0;10;0;0;1;0;2;1;1;58
0;14;0;0;0;0;1;1;0;70
1;22;1;0;0;0;2;1;1;60
0;11;1;0;1;1;0;0;0;42
0;15;0;0;1;1;0;1;0;56
0;11;0;0;1;1;0;1;1;59
0;15;1;0;1;1;0;1;0;48
0;15;0;0;1;1;1;1;0;72
0;12;0;0;1;1;0;1;1;40
0;9;1;0;1;0;0;1;0;70
0;13;1;0;0;1;0;1;1;77
0;11;0;0;1;1;0;1;0;67
0;10;0;0;0;1;1;1;1;59
0;25;0;0;1;0;1;1;0;51
0;10;0;0;1;1;0;1;0;35
0;12;1;0;1;1;0;1;1;52
0;9;0;0;1;1;0;0;0;31
0;19;0;0;1;1;2;1;0;41
0;11;0;0;1;1;0;1;1;32
0;10;0;0;1;0;1;1;0;75
0;17;0;0;0;1;0;0;1;46
0;9;0;0;0;1;0;1;1;52
0;14;0;0;1;1;0;1;1;56
0;15;1;0;1;1;1;1;1;65
0;11;0;0;1;1;0;1;1;45
0;17;0;0;1;0;0;1;0;37
0;14;1;0;0;0;0;1;1;76
0;13;0;0;1;1;0;0;0;61
0;14;1;0;1;1;2;1;1;32
0;10;0;0;0;0;2;1;0;68
0;12;1;0;1;1;0;1;0;34
0;10;0;0;1;1;2;1;1;50
0;9;1;0;1;0;0;1;0;61
1;10;0;0;0;1;0;1;0;50
0;12;0;0;1;1;2;1;1;32
0;13;1;0;1;1;0;0;1;34
0;14;1;0;0;0;0;1;1;51
0;11;1;0;1;0;2;1;0;54
0;13;1;0;0;1;1;1;1;69
0;12;1;0;1;1;1;1;1;64
0;10;1;0;1;1;0;1;1;67
0;11;1;0;1;1;0;1;1;52
0;15;0;0;1;0;0;1;0;77
0;18;0;0;0;1;0;1;1;61
0;13;0;0;0;0;0;1;0;72
1;13;1;0;1;0;0;1;0;52
0;10;0;0;0;0;1;1;1;60
0;18;0;0;1;0;0;1;1;50
0;12;1;0;1;1;0;1;1;37
0;10;1;0;1;1;0;1;1;70
0;10;1;0;1;1;0;1;0;64
0;9;0;0;1;0;0;1;0;69
0;13;1;0;1;1;0;0;1;42
1;14;1;0;1;1;0;1;1;62
0;11;0;0;1;0;0;1;0;56
0;11;0;0;1;1;0;0;0;45
0;10;1;0;1;1;0;0;0;38
0;8;1;0;0;1;1;1;1;71
0;17;0;0;1;0;0;1;0;35
0;11;1;0;1;1;0;1;0;76
1;11;0;0;0;0;2;1;1;40
0;22;0;0;0;1;1;1;0;67
0;10;1;0;1;1;0;1;1;32
0;11;1;0;0;1;0;1;1;66
0;10;1;0;1;1;0;1;1;67
0;15;0;0;0;0;0;1;1;77
0;10;1;0;1;1;0;0;0;68
0;20;1;0;1;1;0;1;1;34
0;19;0;0;0;1;1;1;0;59
0;21;0;0;0;0;0;1;0;47
0;12;0;0;1;1;0;1;1;41
0;14;1;0;1;1;1;1;1;73
0;21;0;0;1;1;1;1;1;48
0;10;1;0;0;1;2;1;1;61
0;10;1;0;0;1;1;1;1;64
0;10;0;0;1;1;0;1;0;41
0;10;0;0;0;1;1;1;0;77
0;10;1;0;0;1;1;1;1;73
0;27;0;0;1;1;0;1;0;34
0;15;0;0;1;0;2;1;1;33
0;13;0;0;0;1;0;1;0;66
0;9;1;0;1;1;1;1;1;42
0;17;1;0;1;1;0;0;0;30
0;11;1;0;0;1;2;1;1;59
0;10;0;0;1;1;1;1;0;40
0;13;0;0;1;0;1;1;0;68
1;10;1;0;0;1;0;1;0;44
